Age,Education,Sex,Group_ID
27, 10th, Female,221
53, 9th, Male,222
43, Some-college, Female,222
22, HS-grad, Male,222
52, Bachelors, Female,222
60, 7th-8th, Male,222
55, Bachelors, Male,223
39, HS-grad, Male,223
29, Bachelors, Male,223
41, HS-grad, Male,223
61, HS-grad, Female,223
71, 10th, Male,224
20, Some-college, Male,224
33, Bachelors, Female,224
52, HS-grad, Male,224
40, Some-college, Male,224
26, HS-grad, Male,225
31, Prof-school, Male,225
42, Bachelors, Male,225
63, HS-grad, Male,225
53, 11th, Male,225
34, 10th, Male,226
48, Some-college, Male,226
67, Bachelors, Male,226
49, HS-grad, Female,226
28, Bachelors, Female,226
51, Some-college, Male,227
44, Prof-school, Male,227
27, HS-grad, Male,227
49, 5th-6th, Female,227
34, 7th-8th, Female,227
27, Bachelors, Male,228
38, Some-college, Male,228
24, Bachelors, Male,228
29, Some-college, Male,228
39, HS-grad, Female,228
50, Masters, Male,229
42, HS-grad, Male,229
63, HS-grad, Female,229
44, Masters, Female,229
58, HS-grad, Male,229
25, Some-college, Female,230
23, Some-college, Female,230
20, Some-college, Male,230
46, Some-college, Male,230
21, HS-grad, Female,230
63, 10th, Female,231
38, Assoc-acdm, Male,231
27, Some-college, Male,231
41, Masters, Female,231
43, Bachelors, Male,231
39, Bachelors, Male,232
48, 5th-6th, Male,232
56, Prof-school, Male,232
44, Doctorate, Male,232
24, Some-college, Male,232
49, Assoc-acdm, Female,233
38, Assoc-voc, Male,233
36, HS-grad, Male,233
27, Doctorate, Male,233
50, HS-grad, Female,233
46, Some-college, Female,234
41, Bachelors, Female,234
45, 11th, Female,234
46, 12th, Male,234
65, HS-grad, Male,234
44, Prof-school, Male,235
35, Some-college, Male,235
44, Assoc-acdm, Female,235
51, HS-grad, Male,235
74, 7th-8th, Female,235
32, HS-grad, Female,236
22, Some-college, Female,236
58, 10th, Female,236
47, HS-grad, Female,236
32, 12th, Male,236
64, Some-college, Female,237
44, Masters, Female,237
59, Bachelors, Male,237
34, HS-grad, Female,237
54, Bachelors, Male,237
33, Some-college, Female,238
44, 1st-4th, Female,238
31, Some-college, Male,238
30, HS-grad, Male,238
18, 11th, Male,238
56, Prof-school, Male,239
24, HS-grad, Female,239
23, Some-college, Male,239
51, 11th, Male,239
24, Bachelors, Male,239
39, HS-grad, Male,240
49, HS-grad, Male,240
22, HS-grad, Male,240
42, Masters, Male,240
51, Masters, Male,240
20, Some-college, Female,241
49, 10th, Female,241
31, Prof-school, Male,241
41, Some-college, Male,241
35, HS-grad, Male,241
20, Some-college, Male,242
35, Assoc-voc, Male,242
46, Masters, Female,242
35, HS-grad, Female,242
21, Some-college, Male,242
45, 12th, Male,243
37, Assoc-acdm, Male,243
45, Assoc-acdm, Female,243
18, 10th, Male,243
53, Some-college, Male,243
24, Bachelors, Female,244
35, HS-grad, Male,244
28, HS-grad, Male,244
50, HS-grad, Male,244
38, HS-grad, Female,244
34, HS-grad, Male,245
53, Some-college, Male,245
46, Assoc-acdm, Male,245
50, Some-college, Male,245
45, Some-college, Female,245
29, Assoc-voc, Male,246
41, Bachelors, Male,246
43, Bachelors, Male,246
29, Some-college, Male,246
53, Some-college, Male,246
24, HS-grad, Female,247
35, HS-grad, Male,247
25, Some-college, Male,247
43, Assoc-voc, Male,247
38, 10th, Male,247
64, 7th-8th, Female,248
37, Bachelors, Male,248
48, HS-grad, Male,248
27, HS-grad, Male,248
45, Bachelors, Male,248
41, Masters, Female,249
33, Bachelors, Female,249
42, 9th, Female,249
29, Bachelors, Female,249
29, HS-grad, Male,249
71, Bachelors, Male,250
29, 10th, Female,250
23, Bachelors, Male,250
28, Bachelors, Male,250
55, Bachelors, Male,250
47, Bachelors, Female,251
21, Some-college, Female,251
33, HS-grad, Female,251
35, 12th, Male,251
42, Bachelors, Female,251
33, HS-grad, Male,252
30, Masters, Male,252
37, Some-college, Male,252
19, HS-grad, Male,252
21, Some-college, Male,252
46, Some-college, Male,253
42, HS-grad, Male,253
28, Masters, Male,253
36, HS-grad, Male,253
39, HS-grad, Female,253
27, HS-grad, Male,254
57, HS-grad, Female,254
50, HS-grad, Female,254
63, Some-college, Male,254
44, Some-college, Male,254
38, 10th, Male,255
30, Some-college, Male,255
20, Some-college, Female,255
44, Prof-school, Male,255
24, HS-grad, Male,255
26, Some-college, Male,256
42, Some-college, Male,256
54, HS-grad, Male,256
45, Some-college, Female,256
37, 1st-4th, Male,256
30, Bachelors, Male,257
36, Some-college, Male,257
19, 9th, Female,257
22, Assoc-acdm, Female,257
65, HS-grad, Female,257
52, 10th, Male,258
36, HS-grad, Male,258
22, HS-grad, Female,258
28, Assoc-voc, Male,258
30, Bachelors, Male,258
47, Some-college, Male,259
29, Some-college, Female,259
36, HS-grad, Male,259
30, Bachelors, Female,259
52, Masters, Female,259
62, HS-grad, Female,260
42, Masters, Male,260
33, HS-grad, Male,260
17, 11th, Female,260
54, HS-grad, Female,260
41, HS-grad, Male,261
45, Masters, Female,261
37, Some-college, Female,261
21, HS-grad, Female,261
29, Bachelors, Female,261
18, HS-grad, Male,262
18, 11th, Female,262
62, HS-grad, Male,262
19, Some-college, Female,262
62, 7th-8th, Female,262
58, Bachelors, Female,263
34, Some-college, Male,263
62, 11th, Male,263
23, Some-college, Male,263
37, Bachelors, Male,263
42, Assoc-acdm, Male,264
21, 11th, Male,264
41, Bachelors, Female,264
27, 11th, Male,264
37, Bachelors, Male,264
40, HS-grad, Male,265
62, 7th-8th, Male,265
29, Some-college, Female,265
33, Masters, Male,265
53, HS-grad, Female,265
64, Assoc-voc, Female,266
60, Some-college, Male,266
47, 11th, Male,266
45, Masters, Male,266
33, Assoc-voc, Male,266
29, Bachelors, Male,267
57, 7th-8th, Male,267
19, HS-grad, Male,267
26, Bachelors, Male,267
63, 5th-6th, Male,267
42, Assoc-acdm, Female,268
38, Bachelors, Male,268
34, 10th, Male,268
20, Some-college, Male,268
35, 7th-8th, Male,268
38, Bachelors, Female,269
52, Some-college, Male,269
32, Some-college, Male,269
67, Doctorate, Male,269
26, Masters, Female,269
58, Masters, Male,270
48, Assoc-voc, Male,270
25, Bachelors, Male,270
25, Bachelors, Male,270
25, Some-college, Male,270
18, HS-grad, Male,271
36, HS-grad, Male,271
45, 11th, Male,271
34, HS-grad, Male,271
68, Bachelors, Male,271
37, Some-college, Male,272
21, Some-college, Male,272
49, Some-college, Male,272
39, Masters, Female,272
41, Doctorate, Female,272
35, Masters, Male,273
29, Some-college, Male,273
29, 9th, Female,273
54, Bachelors, Male,273
32, Bachelors, Male,273
18, 11th, Male,274
30, Some-college, Male,274
66, 10th, Male,274
23, HS-grad, Female,274
36, HS-grad, Male,274
34, Some-college, Male,275
39, Assoc-voc, Male,275
26, 10th, Male,275
78, Some-college, Male,275
28, Some-college, Female,275
51, Some-college, Female,276
33, Some-college, Male,276
44, 11th, Female,276
34, Bachelors, Male,276
33, Prof-school, Male,276
28, Masters, Male,277
55, 9th, Male,277
30, Assoc-voc, Male,277
45, HS-grad, Male,277
46, Assoc-voc, Male,277
17, 11th, Female,278
40, 11th, Male,278
44, Masters, Female,278
56, HS-grad, Male,278
69, Assoc-acdm, Male,278
41, 1st-4th, Male,279
47, 11th, Male,279
33, 11th, Male,279
25, Bachelors, Male,279
42, 7th-8th, Female,279
65, Bachelors, Male,280
24, Assoc-voc, Female,280
48, Bachelors, Female,280
82, 7th-8th, Female,280
36, HS-grad, Male,280
34, Prof-school, Female,281
28, HS-grad, Male,281
65, Some-college, Male,281
66, Some-college, Male,281
40, Some-college, Male,281
66, Some-college, Male,282
37, 5th-6th, Male,282
34, Bachelors, Male,282
41, Masters, Female,282
43, Masters, Female,282
20, HS-grad, Male,283
59, Masters, Female,283
48, HS-grad, Male,283
45, Assoc-voc, Male,283
28, HS-grad, Male,283
43, Bachelors, Female,284
18, Some-college, Female,284
34, HS-grad, Male,284
55, Doctorate, Male,284
21, HS-grad, Male,284
47, Bachelors, Male,285
45, Assoc-acdm, Female,285
61, HS-grad, Female,285
23, 10th, Male,285
44, Masters, Female,285
45, HS-grad, Female,286
35, Bachelors, Female,286
17, 10th, Female,286
49, Bachelors, Male,286
40, Bachelors, Male,286
28, Masters, Male,287
33, Some-college, Female,287
31, Assoc-voc, Male,287
38, Assoc-acdm, Male,287
62, 10th, Female,287
40, HS-grad, Male,288
61, HS-grad, Female,288
42, Masters, Female,288
19, Some-college, Male,288
32, Bachelors, Male,288
52, HS-grad, Male,289
34, HS-grad, Male,289
37, Assoc-acdm, Female,289
30, Bachelors, Male,289
27, Assoc-voc, Male,289
25, HS-grad, Female,290
32, Some-college, Male,290
47, Bachelors, Female,290
43, Some-college, Male,290
50, Masters, Male,290
42, Assoc-acdm, Female,291
31, 11th, Male,291
43, HS-grad, Male,291
37, HS-grad, Female,291
58, Bachelors, Male,291
32, Some-college, Female,292
35, Masters, Female,292
40, Some-college, Male,292
39, HS-grad, Male,292
51, Masters, Male,292
42, HS-grad, Male,293
27, Some-college, Female,293
69, HS-grad, Female,293
74, Assoc-voc, Female,293
36, Assoc-acdm, Male,293
23, Some-college, Female,294
48, 5th-6th, Male,294
38, Some-college, Male,294
68, 9th, Male,294
40, Prof-school, Female,294
23, 9th, Male,295
48, HS-grad, Male,295
47, Masters, Male,295
55, HS-grad, Male,295
22, Some-college, Female,295
49, HS-grad, Male,296
51, HS-grad, Female,296
42, Bachelors, Male,296
31, Bachelors, Male,296
67, HS-grad, Male,296
27, Bachelors, Male,297
59, Masters, Male,297
66, HS-grad, Female,297
28, Assoc-voc, Male,297
33, Some-college, Male,297
44, Bachelors, Male,298
39, Masters, Male,298
39, Bachelors, Male,298
46, HS-grad, Female,298
19, Preschool, Male,298
44, Some-college, Male,299
24, HS-grad, Male,299
48, HS-grad, Female,299
27, HS-grad, Male,299
44, Some-college, Male,299
30, HS-grad, Female,300
32, Bachelors, Male,300
49, Masters, Male,300
37, Preschool, Male,300
24, Bachelors, Female,300
19, Some-college, Female,301
20, Some-college, Female,301
25, Assoc-acdm, Male,301
29, Some-college, Male,301
43, Some-college, Male,301
35, Assoc-acdm, Male,302
47, Some-college, Male,302
53, HS-grad, Male,302
27, HS-grad, Male,302
32, HS-grad, Female,302
36, HS-grad, Male,303
55, 7th-8th, Male,303
41, 10th, Male,303
49, Doctorate, Male,303
36, HS-grad, Male,303
62, Bachelors, Male,304
44, HS-grad, Male,304
69, Bachelors, Male,304
22, Some-college, Female,304
36, HS-grad, Male,304
58, HS-grad, Male,305
32, HS-grad, Male,305
19, Some-college, Male,305
27, Some-college, Female,305
19, Some-college, Male,305
35, HS-grad, Male,306
58, Bachelors, Male,306
18, Some-college, Female,306
48, Assoc-voc, Female,306
22, 10th, Male,306
39, HS-grad, Male,307
47, Bachelors, Male,307
23, 5th-6th, Male,307
40, Assoc-voc, Female,307
35, Assoc-voc, Female,307
20, Some-college, Male,308
41, Some-college, Male,308
27, HS-grad, Female,308
58, Masters, Male,308
38, Some-college, Female,308
40, Bachelors, Female,309
29, HS-grad, Female,309
28, Assoc-voc, Female,309
35, Some-college, Male,309
18, 12th, Female,309
29, Bachelors, Female,310
25, Some-college, Male,310
65, HS-grad, Female,310
19, 11th, Female,310
37, 9th, Female,310
22, HS-grad, Female,311
70, Bachelors, Male,311
21, Some-college, Female,311
21, Some-college, Male,311
23, Some-college, Female,311
46, HS-grad, Male,312
33, Doctorate, Male,312
36, Bachelors, Male,312
42, Bachelors, Male,312
52, Assoc-voc, Male,312
55, HS-grad, Female,313
60, Some-college, Male,313
57, 7th-8th, Female,313
35, Bachelors, Male,313
24, HS-grad, Female,313
37, Bachelors, Male,314
45, HS-grad, Male,314
48, Masters, Male,314
22, 11th, Male,314
45, HS-grad, Male,314
32, HS-grad, Male,315
35, Bachelors, Male,315
22, Bachelors, Female,315
34, 9th, Female,315
25, HS-grad, Male,315
39, Some-college, Female,316
44, HS-grad, Male,316
33, 1st-4th, Female,316
48, 11th, Male,316
58, HS-grad, Male,316
36, Some-college, Female,317
53, HS-grad, Female,317
25, Some-college, Male,317
21, Bachelors, Female,317
36, 5th-6th, Female,317
51, HS-grad, Female,318
26, Bachelors, Female,318
41, Assoc-voc, Female,318
23, Bachelors, Male,318
20, Some-college, Female,318
58, Bachelors, Male,319
21, HS-grad, Male,319
32, Bachelors, Male,319
54, Doctorate, Male,319
62, HS-grad, Female,319
29, Some-college, Female,320
43, Assoc-voc, Male,320
20, Some-college, Male,320
23, Some-college, Female,320
26, Bachelors, Female,320
33, Prof-school, Male,321
30, Some-college, Male,321
63, 7th-8th, Male,321
45, HS-grad, Female,321
39, Some-college, Female,321
26, HS-grad, Male,322
28, Some-college, Male,322
20, Some-college, Male,322
39, Bachelors, Male,322
34, Bachelors, Male,322
33, HS-grad, Male,323
26, Some-college, Male,323
20, Some-college, Female,323
40, Some-college, Male,323
49, HS-grad, Male,323
64, HS-grad, Male,324
65, Bachelors, Female,324
19, 11th, Male,324
47, Some-college, Female,324
24, Some-college, Male,324
55, Some-college, Male,325
61, HS-grad, Male,325
47, Bachelors, Male,325
64, HS-grad, Male,325
37, HS-grad, Male,325
21, HS-grad, Female,326
40, 11th, Female,326
25, HS-grad, Male,326
41, Some-college, Male,326
40, Bachelors, Male,326
21, Assoc-voc, Female,327
54, Some-college, Male,327
47, HS-grad, Male,327
21, Some-college, Female,327
32, Some-college, Male,327
32, Some-college, Female,328
26, Bachelors, Female,328
23, Some-college, Male,328
27, 9th, Male,328
29, Some-college, Female,328
43, Some-college, Male,329
23, Some-college, Female,329
39, Assoc-acdm, Male,329
22, Assoc-acdm, Male,329
47, HS-grad, Female,329
34, HS-grad, Male,330
35, Some-college, Female,330
20, Some-college, Male,330
36, HS-grad, Female,330
52, HS-grad, Male,330
38, HS-grad, Male,331
33, HS-grad, Male,331
18, HS-grad, Male,331
38, Assoc-acdm, Female,331
56, Some-college, Male,331
30, Some-college, Male,332
35, Some-college, Male,332
60, HS-grad, Male,332
20, 5th-6th, Male,332
18, 12th, Female,332
19, Some-college, Female,333
53, HS-grad, Male,333
18, Some-college, Female,333
44, 9th, Male,333
57, 5th-6th, Female,333
36, Some-college, Female,334
40, Bachelors, Male,334
33, Bachelors, Male,334
19, 5th-6th, Male,334
40, Some-college, Male,334
20, Some-college, Female,335
47, Bachelors, Male,335
41, HS-grad, Male,335
47, Some-college, Male,335
23, Some-college, Male,335
49, Some-college, Male,336
37, Bachelors, Male,336
67, HS-grad, Male,336
24, HS-grad, Male,336
39, HS-grad, Male,336
29, HS-grad, Male,337
22, 11th, Female,337
26, HS-grad, Male,337
33, Some-college, Female,337
23, HS-grad, Male,337
37, Some-college, Female,338
30, Masters, Male,338
41, HS-grad, Female,338
23, Bachelors, Female,338
47, Assoc-acdm, Male,338
24, HS-grad, Female,339
39, HS-grad, Male,339
33, HS-grad, Male,339
25, HS-grad, Female,339
40, HS-grad, Female,339
67, 9th, Male,340
55, HS-grad, Female,340
69, Assoc-voc, Female,340
34, HS-grad, Male,340
52, Prof-school, Male,340
22, Some-college, Female,341
47, Bachelors, Male,341
45, Assoc-voc, Female,341
23, Bachelors, Female,341
41, Bachelors, Male,341
32, Bachelors, Male,342
57, Masters, Male,342
34, Bachelors, Male,342
44, Assoc-voc, Male,342
46, HS-grad, Male,342
60, Masters, Female,343
46, Masters, Female,343
32, Masters, Female,343
44, Masters, Male,343
43, HS-grad, Male,343
48, 11th, Female,344
55, Bachelors, Male,344
24, Bachelors, Male,344
65, Some-college, Female,344
51, 11th, Male,344
42, Bachelors, Male,345
36, Some-college, Male,345
19, 10th, Male,345
24, 7th-8th, Male,345
52, HS-grad, Male,345
28, 9th, Female,346
42, Bachelors, Male,346
25, HS-grad, Male,346
53, Assoc-acdm, Male,346
35, HS-grad, Male,346
20, HS-grad, Male,347
38, Bachelors, Male,347
46, Bachelors, Male,347
18, 11th, Male,347
58, HS-grad, Male,347
41, Some-college, Female,348
66, HS-grad, Male,348
38, Some-college, Female,348
29, Some-college, Female,348
39, Some-college, Male,348
44, HS-grad, Male,349
26, HS-grad, Male,349
27, Bachelors, Male,349
29, Doctorate, Female,349
29, HS-grad, Male,349
47, Some-college, Male,350
62, Bachelors, Male,350
29, Bachelors, Female,350
52, HS-grad, Male,350
27, 11th, Male,350
53, Some-college, Female,351
29, Assoc-acdm, Male,351
62, HS-grad, Male,351
72, HS-grad, Female,351
27, HS-grad, Male,351
38, Some-college, Male,352
27, HS-grad, Male,352
49, Masters, Male,352
56, Bachelors, Male,352
52, Prof-school, Male,352
22, HS-grad, Female,353
37, Bachelors, Male,353
55, HS-grad, Male,353
38, Some-college, Male,353
45, Some-college, Female,353
35, Bachelors, Male,354
21, Some-college, Male,354
54, Bachelors, Female,354
19, HS-grad, Female,354
48, Masters, Male,354
41, HS-grad, Male,355
20, 9th, Female,355
56, 11th, Female,355
49, HS-grad, Female,355
17, 10th, Female,355
45, 7th-8th, Female,356
46, HS-grad, Male,356
39, HS-grad, Male,356
52, HS-grad, Male,356
34, 11th, Female,356
65, Some-college, Female,357
46, HS-grad, Male,357
41, HS-grad, Male,357
48, Bachelors, Female,357
71, 9th, Male,357
26, Bachelors, Male,358
47, HS-grad, Female,358
21, Some-college, Female,358
23, HS-grad, Male,358
65, HS-grad, Male,358
60, HS-grad, Female,359
19, HS-grad, Female,359
35, HS-grad, Male,359
32, HS-grad, Male,359
36, HS-grad, Male,359
41, Some-college, Female,360
24, HS-grad, Female,360
45, HS-grad, Female,360
48, Assoc-acdm, Male,360
20, Some-college, Female,360
51, Some-college, Male,361
24, HS-grad, Male,361
39, Assoc-acdm, Female,361
21, Some-college, Female,361
49, Bachelors, Female,361
30, HS-grad, Male,362
68, Masters, Female,362
30, Masters, Male,362
32, Prof-school, Male,362
49, HS-grad, Male,362
24, Some-college, Male,363
34, Some-college, Male,363
40, Bachelors, Female,363
23, HS-grad, Male,363
41, Assoc-acdm, Female,363
23, HS-grad, Female,364
48, HS-grad, Female,364
56, HS-grad, Female,364
42, Doctorate, Female,364
37, Some-college, Male,364
32, 9th, Male,365
29, Bachelors, Male,365
58, HS-grad, Male,365
40, HS-grad, Female,365
40, Masters, Male,365
33, 11th, Female,366
58, HS-grad, Male,366
32, HS-grad, Male,366
22, Some-college, Male,366
47, Some-college, Male,366
41, HS-grad, Female,367
41, Some-college, Male,367
73, Bachelors, Female,367
56, Assoc-voc, Female,367
83, 7th-8th, Male,367
22, HS-grad, Female,368
30, Bachelors, Male,368
41, Assoc-acdm, Female,368
32, Bachelors, Male,368
27, HS-grad, Male,368
35, Bachelors, Female,369
37, HS-grad, Male,369
48, HS-grad, Male,369
42, HS-grad, Female,369
35, Bachelors, Male,369
20, Some-college, Female,370
33, Bachelors, Male,370
25, Some-college, Male,370
29, Bachelors, Male,370
47, Some-college, Male,370
28, Bachelors, Female,371
20, Some-college, Female,371
30, Bachelors, Female,371
48, Assoc-acdm, Female,371
22, Some-college, Male,371
57, 10th, Male,372
24, Assoc-acdm, Male,372
32, 7th-8th, Male,372
67, 7th-8th, Female,372
22, Some-college, Male,372
20, HS-grad, Male,373
29, 5th-6th, Male,373
37, HS-grad, Male,373
20, Some-college, Female,373
30, Bachelors, Female,373
32, Bachelors, Female,374
23, Some-college, Male,374
31, Bachelors, Female,374
39, HS-grad, Male,374
48, HS-grad, Female,374
38, Assoc-voc, Female,375
25, Assoc-voc, Female,375
22, HS-grad, Female,375
17, 10th, Female,375
44, Bachelors, Male,375
28, Bachelors, Male,376
18, HS-grad, Male,376
37, 10th, Male,376
26, HS-grad, Male,376
43, Some-college, Female,376
23, Some-college, Male,377
43, HS-grad, Male,377
45, HS-grad, Male,377
34, HS-grad, Male,377
42, Bachelors, Male,377
22, Some-college, Male,378
38, HS-grad, Female,378
35, HS-grad, Male,378
39, HS-grad, Female,378
44, Some-college, Male,378
45, Bachelors, Male,379
25, Some-college, Female,379
54, Masters, Female,379
22, Some-college, Male,379
